gene,rho,pval,abs_rho
HSP90AA1,0.15831391096229616,4.577512824849371e-83,0.15831391096229616
FOS,-0.15829270013640276,4.8156705521488024e-83,0.15829270013640276
CDA,-0.15743472399071576,3.724497808046673e-82,0.15743472399071576
PLCB1,-0.1573599030305447,4.4494206900703297e-82,0.1573599030305447
GAS7,-0.1573382858253526,4.6839387450138385e-82,0.1573382858253526
CFP,-0.15625754285067553,6.0505470933832415e-81,0.15625754285067553
AGTPBP1,-0.1555585033075822,3.13518243449566e-80,0.1555585033075822
TSC22D1,0.15366190991953885,2.617445060791333e-78,0.15366190991953885
PPM1N,0.15345658748385865,4.2114721762712255e-78,0.15345658748385865
HSPB1,0.15344251118484267,4.350951900772947e-78,0.15344251118484267
ICAM4,0.15291720382253915,1.4644939637894713e-77,0.15291720382253915
CD14,-0.15285916762412688,1.6741972847212284e-77,0.15285916762412688
XIST,0.15274105852191514,2.1979273782166733e-77,0.15274105852191514
PPP1R14B,0.15255045929422467,3.4085470125995746e-77,0.15255045929422467
ATP2B1,-0.15146048141216353,4.1451354988956617e-76,0.15146048141216353
SLAMF7,0.15106416527822528,1.0233535553150125e-75,0.15106416527822528
CCL4L2,0.15084018721738224,1.703594927153025e-75,0.15084018721738224
RCAN1,0.1506472533682665,2.6409143996732907e-75,0.1506472533682665
CXCR3,0.1506151475930225,2.8406114924751255e-75,0.1506151475930225
TCL1A,0.15059590211027082,2.9674625848382587e-75,0.15059590211027082
LINC00937,-0.15045306641415018,4.1032016615118353e-75,0.15045306641415018
IGHG4,0.15036515488642152,5.008111622816488e-75,0.15036515488642152
MS4A7,0.14948185424366953,3.684561815614464e-74,0.14948185424366953
SLC15A4,0.14869175283545666,2.1734555148158396e-73,0.14869175283545666
DDX3Y,-0.14717972983499483,6.314502470825595e-72,0.14717972983499483
DUSP5,0.14707034093315885,8.046234811912364e-72,0.14707034093315885
SPIB,0.14642733897975746,3.3315380934710394e-71,0.14642733897975746
CLEC4E,-0.14564709305134135,1.8519752332679196e-70,0.14564709305134135
ANPEP,-0.14549105655626102,2.6069086457371533e-70,0.14549105655626102
IGHG3,0.14516274500360324,5.3459074202426525e-70,0.14516274500360324
CYB561A3,0.1451343996972347,5.687418507166388e-70,0.1451343996972347
